"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Türkler burdamı🇹🇷","0","0","2025-11-09T10:08:26.000Z","meryt922","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7570662302686774280","7570665412233315079","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8c33d69995277551f398200c1af5ee0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b5a098fc&x-expires=1763848800&x-signature=3%2BJWnM70E99KJ38ER6dJeBEJu6I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ai","0","2","2025-11-09T00:18:21.000Z","cathalinaj0","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7247766556708553730","7570512551273120520","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/75cf88b1b87f44042301e6d17b20d110~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4e4b14f5&x-expires=1763848800&x-signature=zsByz11nX8JYBGlXDz5qBh%2BjhfU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"You gotta work on your editing.","0","0","2025-11-14T03:15:43.000Z","shadowchuco","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","6841367688025441286","7572414358484697887","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7322386410706501638~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f2c0918e&x-expires=1763848800&x-signature=Ua9w9gJfocGgMhU5WzXRjSzGaoQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","0","0","2025-11-04T07:35:14.000Z","young._.itachi","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","6816456134845776902","7568770186624697119","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c72f62b93fa026485ec0dff62ea0df0a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dd9a5600&x-expires=1763848800&x-signature=a98iEh6VUEPW3DHkhGuHTOE9ztU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😒...🥀🎭🥀","1","0","2025-11-12T19:05:39.000Z","charlesdennis898","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7321169171704988718","7571916978559435551","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d15972a1ff4d2175abf1e82cac0d552c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b9a2f56&x-expires=1763848800&x-signature=TPCGeU0vFyJn7ZjkrmSz6ftlKzk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🙏","0","0","2025-11-12T17:06:07.000Z","bd080306","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7458774053134812202","7571886182773048078","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=051d9535&x-expires=1763848800&x-signature=2yZAmxdAfWelBdAuXcV%2BaXHezUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😁😁😁","0","0","2025-11-19T03:53:27.000Z","fly_with_tony2","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7319394124729140266","7574279576831951630","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1a8aa9b80ac8b82a9c3ccc4eeb29c20e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0fdb6203&x-expires=1763848800&x-signature=UIf8F%2FPFFP1OAoAtdwPUcTqUGSc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂","0","0","2025-11-13T10:49:43.000Z","kristinekrebs1","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7015683537290511366","7572159890057151263","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d8476e56a3a9cf3dbc6848d5666dc7f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1baf8b3e&x-expires=1763848800&x-signature=EvEFIq%2BDsevlYyoFHgGvZ%2BnRUvg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😁","0","0","2025-11-05T17:15:13.000Z","e.fhr4","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7536154666293412880","7569291018106503953","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1435989270eeae6ca1e28a08536c8b4c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=992a9180&x-expires=1763848800&x-signature=BXwYrMtAuJ4WeEhaWpcpuJuuUKo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"👽👽👽👽","1","0","2025-11-07T15:02:50.000Z","alien.intererference","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7562001000983512075","7569999101610640149","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/44daaa6517eb6e60eb9ad6b49008d305~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3757fa9d&x-expires=1763848800&x-signature=T56FfpFc1%2B%2FwrvFwqEJsFU0LEcQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂😂aliens 👽 just disoriented because they don't know the location 😂😂😂😂","2","1","2025-11-04T12:54:39.000Z","fredymolina14","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","6900608883062490118","7568852648226308894","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7323257221503647750~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e4e38e0c&x-expires=1763848800&x-signature=d5K7kmzPEb5v%2BvJpuSkjEY07nZo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"guarda sotto vede se ha bucato 😂😂😂😂","0","0","2025-11-06T21:36:28.000Z","agostinosignorelli","https://www.tiktok.com/@dailydoseofslop/video/7568746948006513975","7034253901814514693","7569729435261584150","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7321034809902366725~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7d33db40&x-expires=1763848800&x-signature=9u5w%2BqoVx4M%2B23s2oTtVaPQvYeE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"“ That’s another dimension right theaa ” 💀💀💀","18911","130","2023-03-20T03:58:26.000Z","player1st_","https://www.tiktok.com/@staygroundead/video/7210576126253583658","7131357833975825451","7212472831869977387","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/5e54c3c4f52d61f77e8dddf577040a5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43e2f60f&x-expires=1763848800&x-signature=qF1vK3A8o2kqqIH7FNCRI%2BQBGKE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"these boys ain't doing no Photoshop or CGI. this one is def real","8201","167","2023-03-21T11:59:53.000Z","boom_worm","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6677202963594757126","7212967900146533162","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6f70f97b1f79935345402753208ee004~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ffae5745&x-expires=1763848800&x-signature=k%2BlAuMAPnMtcEjUyHqF1T12SN%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"he said “ i ll prolly go thru that and see all my past “ 😂😂","265","3","2023-06-05T04:47:42.000Z","kage9free","https://www.tiktok.com/@staygroundead/video/7210576126253583658","7049065444174939142","7241059034594460462","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/67093a1238574dbc703d90aab20be22f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6dd2ada5&x-expires=1763848800&x-signature=2BER%2FKnV2O8yXkMgZWWTiSGAKzg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"The only ufo video I trust","3424","18","2023-03-29T02:15:42.000Z","mikaohnomusic","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6961753175960323077","7215786126243365678","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1a7653c4811c58ffdee139f4f2e7d117~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c32d3dad&x-expires=1763848800&x-signature=JukLa6UbwhhGccTLV67nNu27ggM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Dude in the back ""Look at the galaxy"" 🤦🏻‍♂️😂😭","4116","16","2023-03-29T03:30:34.000Z","chrisjjones420","https://www.tiktok.com/@staygroundead/video/7210576126253583658","7015320417855292422","7215805434869941034","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/fa056ca76ebc7033815a78a48fd76f7a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09444c3a&x-expires=1763848800&x-signature=DfomOj9%2BQKPxX7QllkS8t4WXeOQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ay this from the hood , ain’t no photoshopping no cgi","7944","40","2023-03-21T12:20:14.000Z","johnnyhenny","https://www.tiktok.com/@staygroundead/video/7210576126253583658","7183000614895830059","7212973106014159662","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/28a6a34708d78b6109e1f655dfbd6144~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=425fbf3a&x-expires=1763848800&x-signature=QVK2WnifjBdLO8TKZ5%2FeeOg%2BrCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"“Dats anotha damention right deah!”🤣🤣🤣🤣","3189","16","2023-03-21T19:32:17.000Z","jaikush816","https://www.tiktok.com/@staygroundead/video/7210576126253583658","7155445918402921518","7213084564854719275","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7badff81a6f0a47ea688589006a81597~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d038a3b9&x-expires=1763848800&x-signature=4qBksYJx1DLCq0KUPkbh90e5hPM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"“I prolly go thru there nd see all my past life” 😭","4333","24","2023-03-29T02:23:20.000Z","k_turner19","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6917274259233817605","7215788097778189098","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e20b415ade41b252f2e9bc9f83d0ed36~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5efd272&x-expires=1763848800&x-signature=AAAH0z14vWPm4QO1%2BwRp837Ry0Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"jus passin thru bra","218","3","2023-03-26T06:37:42.000Z","lilmayo","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6618461919723536390","7214740316560950059","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7bf9f5acd5fc74ea85787d3f48366dd3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=25332144&x-expires=1763848800&x-signature=ldfnTQO5EQanQAQ85pV7gz1Yg3k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I want these guys to narrate the discovery channel","4629","34","2023-03-21T12:49:46.000Z","steve_nunz","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6768630537135031301","7212980776177206059","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/07529dd3afcc645b8a68460a22c330bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5bd175be&x-expires=1763848800&x-signature=09RWFQuC%2BuHkdjB2lKRECDWynYw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"“i don’t even know what a meteor is” 😭😭😭","6789","25","2023-03-23T19:13:14.000Z","narciscist","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6791191753258763270","7213821783264297774","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bafcba5401000690cbd84d16b113ee05~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1080c1f1&x-expires=1763848800&x-signature=pK9AnHU%2BZOQX51aOWXM4v8dor80%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Dat Shyt Sounded Good When Yu Said It 😭😭","1932","12","2023-03-26T01:09:20.000Z","kashrules00","https://www.tiktok.com/@staygroundead/video/7210576126253583658","7031791537923048453","7214655759943238446","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7317438964347404330~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c66359c&x-expires=1763848800&x-signature=MCoZlzaIEwFD00Y1aSBri26Uz3E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bro really said “aye I’m laughing at you dawg ion know what a meteor even is” 😂😭","4791","31","2023-03-26T07:39:14.000Z","mulattoginger","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6878665792129582085","7214756087911809835","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ac532287e7b316c42615916c3d741abb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=87004024&x-expires=1763848800&x-signature=txi31le79LQLgIkNoyGsoGHwpMk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ya this one real😭","369","6","2023-03-30T09:52:50.000Z","itzmarico","https://www.tiktok.com/@staygroundead/video/7210576126253583658","25915988","7216274799507686187","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7346127612277686315~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3cf1c30a&x-expires=1763848800&x-signature=Y8bA%2BB20yQBUmdJj2lcJKMMq6dI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"that's Elon playing with his toys","8","0","2023-05-18T22:45:34.000Z","user649824374","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6871602840412406789","7234657282541699882","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=051d9535&x-expires=1763848800&x-signature=2yZAmxdAfWelBdAuXcV%2BaXHezUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"""man look at the galaxy"" 😂","86","0","2023-05-14T18:22:00.000Z","boyceyjr","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6731535201149633541","7233105014104310555","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ad0e101450ac88d8150d04e8ad773f89~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13608f3f&x-expires=1763848800&x-signature=V3ll5lS1pNL6%2FW2toNSzigNFOLY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ayee yoo look at the galaxy 😂","219","2","2023-03-28T12:20:38.000Z","alldaymicka","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6904288858046891013","7215570804348060458","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1448d2da6e35399e49b491fe5f17120d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df71bb97&x-expires=1763848800&x-signature=0S1Rnsalm6CFC4y3azasQlXjET4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Best commentary 👌 🤣","0","0","2025-11-16T14:40:11.000Z","kelleebluebellee","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6919350861852722182","7573332941272613687","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/153aafdd0c2de7813dce9e4efb20cd6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=378531a9&x-expires=1763848800&x-signature=dEx%2F%2FbKxU3CbRTDSGoNaPtTNoQQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Where in fl and when !?","2","0","2023-06-10T04:40:10.000Z","laura_the_explorer561","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6872072702624515077","7242912543723291438","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/fbf0f50efdd746cc352cf2d117435719~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a11198d5&x-expires=1763848800&x-signature=ZankAx0hgatfpkIgRAOptwnIsnU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"It’s a space X launch and the two boosters falling from the rocket to land.","256","98","2023-03-22T02:16:47.000Z","kdub.79","https://www.tiktok.com/@staygroundead/video/7210576126253583658","6725004365990151173","7213188814151123755","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/831696706756d0a97e05d55a080cdc77~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01fe449d&x-expires=1763848800&x-signature=hVshfxb0Gus%2F49hiD0P56MFUyzQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"It’s real","20","3","2024-03-05T16:30:43.000Z","keanjanaemoore","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","6926321509527012357","7342917539739337518","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/fc3d313fa72fa18651383607d63ec5e1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d9f7863&x-expires=1763848800&x-signature=LyD9G1c6iRGPh6%2FpWMQ4zEbr7q0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥰🥰🥰","19","0","2024-04-05T11:47:21.000Z","hhiigt6uuhgcu7y","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","6885681149806412806","7354348154332021534","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7327262607018295301~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e31a53cf&x-expires=1763848800&x-signature=xMto4wi%2BmVbakLn223e4yNELuy0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😳😳😳","17","0","2024-03-06T03:41:06.000Z","metsfan1962","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7101791164533883946","7343090339786195758","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=051d9535&x-expires=1763848800&x-signature=2yZAmxdAfWelBdAuXcV%2BaXHezUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😳😳😳","6","0","2024-03-07T16:26:01.000Z","useroetcl7dgu4","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7126568067072803845","7343658475564548896","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7126568732062646278~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=826d4d10&x-expires=1763848800&x-signature=i%2FPMgHAVczo9%2B%2BgaS6OmebE8oW0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂","5","0","2024-03-05T00:21:23.000Z","phillipdubignon","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7250127447894180891","7342667525496423200","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7250128179711442971~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72808379&x-expires=1763848800&x-signature=gCZ1h7bhNLBBR8yerBiD0et3%2Bmc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥰🥰🥰","19","0","2024-04-14T08:54:51.000Z","lexiabrown53","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","6802943937957315590","7357643417617728288","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7329297759155650566~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed02af1e&x-expires=1763848800&x-signature=6eHKo6H%2FTYj4ApPeYsAIbcxeuVQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😳😳😳","6","0","2024-03-05T04:40:48.000Z","christosfarmakidi","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7178129818499367942","7342733644690539296","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7178130165347090437~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=30e3e667&x-expires=1763848800&x-signature=KJqlgnIg6oQylLOzhJdlaRfkkkA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🤣🤣🤣","6","0","2024-03-07T18:34:41.000Z","bobaanulu1","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","6842707900100609030","7343691691183932193","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/610d122cd28f5f29c871603c428d38e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f03c1af3&x-expires=1763848800&x-signature=y%2BIatYBC0Rl6kBWmK%2B%2Bo%2BgA0Dx0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂","5","0","2024-03-08T13:07:12.000Z","sammydererste","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7014833994560160774","7343978277839864608","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/d4f50fcaff2cdea337e7ee43aaf7ae08~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6fc0e0f6&x-expires=1763848800&x-signature=vQy13V0TI2ePSUUrrcFXbEgnyMw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😳😳😳","5","0","2024-03-09T00:56:23.000Z","rasalindaa","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7000810977433142277","7344160897021723425","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=051d9535&x-expires=1763848800&x-signature=2yZAmxdAfWelBdAuXcV%2BaXHezUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂😂😂","5","0","2024-03-08T06:20:26.000Z","csabicsek75","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","6761460043373839366","7343873421132235552","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/3dc3eebedc2aea1ceb0817a9502f1a14~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=55d53050&x-expires=1763848800&x-signature=Sizz%2FVoXD3PTfWu0XjQQ3kxfDyo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😅😅😅","5","0","2024-03-08T06:50:27.000Z","578l912","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7010030776759600129","7343881324141298439","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f37782b82b075cb752a29f7c98063a72~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a3ac823&x-expires=1763848800&x-signature=80Za6KuH69%2Fe7konqcCTWOt9RTI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂","5","0","2024-03-09T00:25:05.000Z","prisciilagomez179","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7145557959032554542","7344153061525635882","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7353590503239057451~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=702c6404&x-expires=1763848800&x-signature=dTGrazZaKN8YilT9T%2B%2F4tW%2FgoX4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🤣💪","5","0","2024-03-08T13:47:30.000Z","atiktrebor","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","6955062697675260933","7343988661925872416","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/528baaa5f08dfbd89e688bbc9b48a2ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15fa6bbe&x-expires=1763848800&x-signature=4QVxhCRBkxPPu6piioRGr6nhIgE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂","5","0","2024-04-10T16:39:05.000Z","ionuteparu1","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","6893523448926159878","7356278745102402336","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7329608805971394567~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=82b29f41&x-expires=1763848800&x-signature=YsZNHWwV74y4wVkR8QeI6zJEVEM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂","5","0","2024-03-05T13:54:15.000Z","meister.joscha","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7041236495215068166","7342877143440114465","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4be032bf3e327eaf5daddbe0a1af4cce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0558086c&x-expires=1763848800&x-signature=2cBWCjoB4I3rd6IlzGtmeql5Of4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Que buena es la inteligencia artificial","19","0","2024-03-09T00:20:47.000Z","clemente.670","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7259090594763654171","7344151748351607585","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7259146603661885467~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d64c1daf&x-expires=1763848800&x-signature=VtJULRi%2BXYcrvy9FVGkKbHDcCH0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😂😂😂","5","0","2024-03-05T01:42:53.000Z","user2915384659919","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7134188376110416902","7342687834909197088","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7221071507324141594~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ee9b352d&x-expires=1763848800&x-signature=kzgDvwYRcPXlpubp1uBZhedn79Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Расчеловечивание по всем уровням идёт.","20","0","2024-03-28T18:40:39.000Z","svabawdgd3t","https://www.tiktok.com/@the_ai_experiment/video/7342569336273653038","7196735524114023470","7351485946297336619","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=051d9535&x-expires=1763848800&x-signature=2yZAmxdAfWelBdAuXcV%2BaXHezUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
